|KegiatanPengiriman|,Motor nomor 5 #PosCustomerReward Amarti Kece Setiawan  Avivatuh Zuhriyah  Raja Ratu Raden,
|LayananPosIndonesia|,Jawabannya : Nomor 5#PosCustomerRewardIkutan juga yukMey LinaLuina LinoyNiia Hernaa,
|LayananPosIndonesia|,No 5 #PosCustomerReword,
|LayananPosIndonesia|,Nomor 5#PosCustomerRewardayo ikutan Khalid Bin Walid Novendra Ariana Vera Vivi Cullent Tuti Dianah Wati,
|LayananPosIndonesia|,Motor nomor 5 #PosCustomerReward Erni Ryanto Tuti Dianah Wati Hani Arjuna Koko Komarudin Chichiewahyuni Sri,
|LayananPosIndonesia|,Motor nomor 5 #PosCustomerReward Erni Ryanto Tuti Dianah Wati Hani Arjuna Koko Komarudin Chichiewahyuni Sri,
|LayananPosIndonesia|,Motor Nomor 5 #PosCustomerRewardAya Khan SrkVivi CullentMuchtar Arieeff,
|LayananPosIndonesia|,Nomor 5#PosCustomerRewardMiqdad Al Basbas  Abel Alisha Arziliyah Hamsir,
|LayananPosIndonesia|,Nomor 5#PosCustomerRewardIkutan juga yukAam Maryam Zaid Permana Fara ThewongAyu Uci Tari Samuel Santika,
|KegiatanPengiriman|,No 5.pos juara.selalu d hati,
|KegiatanPengiriman|,paket kiriman dari australia dikirim bulan September 2020 s.d saat ini belum sampai no resi EY106456122AU status tracking sdh sampai indonesia tgl 27 Nov 2020... tp paket belum diterima,
|KegiatanPengiriman|,"pos indonesia go internasional, mantapvideo langka uji coba bom nuklir yang menyebabkan tsunami oleh negara Amerika Serikathttps://youtu.be/KblYywXX7Eo",
|LayananPosIndonesia|,Pakt no resi:18319655884 harus berapa lama lagi saya nunggu??padahal sudah di ambon sejak tgl 23 sudah ada manifes serah ke kantor pos daerah saya sampai sekarang belum masuk.,
|LayananPosIndonesia|,"Tolong lah RU831246500NL gada kejelasan nih, padahal paket udh di kantor pos kabupaten, knp juga bisa balik lagi ke pos cirebon. Dan sekerang gda kejelasan paket ini bakal gimana. Haduh",
|KegiatanPengiriman|,Gimana nih nasibnya paketku LP189275514SG terbenam di gudang kali,
|KegiatanPengiriman|,Bayar pgm nya melalui transfer ke atas nama yg jaga loket yaaApa gimana biar bisa ikutan,
|KegiatanPengiriman|,17953520792,
|KegiatanPengiriman|,"Kak, saya ada paket dr New Delhi sebulan blm sampai. Status custom hold. Ini gimana?",
|LayananPosIndonesia|,Resi 18105748132 pengiriman ini kok belum sampai padahal pengiriman dari tgl 25 masa lama bgt tolong di tindak lanjuti,
|LayananPosIndonesia|,"Min ini gimana, paket sudah sampai di pos kabupaten kok malah balik lagi ke cirebon 😭 RU831246500NL",
|LayananPosIndonesia|,Aamiin,
|LayananPosIndonesia|,CEK INBOX MIN,
|LayananPosIndonesia|,Mohon ditrack LP189275514SG dimana posisinya saat ini,
|LayananPosIndonesia|,"Pos Indonesia MANTAP.Pengiriman dr JAWA TENGAH tgl 1 feb 2021 n dlm jangka waktu 1 minggu masih d SURABAYA. Nunggu berapa minggu lg k SUMBA, NTT ya....😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",
|LayananPosIndonesia|,"Status gagal dikirim begitu, kira"" kenapa ya kak? Padahal biasanya ngirim ke tujuan yg sama sudah berulang kali.",
|LayananPosIndonesia|,Pembataln kiriman bisa gak,
|LayananPosIndonesia|,"Mau tanya paket kiriman saya dgn no barcode 59511C1UB000052 sekarang dimana y????,boleh minta tolong dikirim balik ke saya aja(di retur) coz penerima g tanggung jawab udah diantar 2x g ada yg bayar COD,katanya mau diambil di pos kecamatan malah g diambil,FB dan WA saya malah diBLOKIR.",
|LayananPosIndonesia|,Pengen gabung di pt pos indonesia cara ngelamarnya gimana ya,
|LayananPosIndonesia|,Pakwt dengan Nomor resi : 55197C2UB000190Belum sampai juga sudh loncat ETA 2 hari. Tolonglah profesionalnya. Blog POS indo blm update juga.,
|KegiatanPengiriman|,18134235217 nyampek mana,
|KegiatanPengiriman|,Cara bayar ongkir pakai pos giro gimana min,
|KegiatanPengiriman|,18257810714 blm ada kbr berita. Pengiriman tgl 31 januari 2021. Tolong info jelas nya. Customer kami sdh nanya nanya ini gan,
|KegiatanPengiriman|,jangan untuk pensiun aja. biar umkm yg lain juga bs merasakan.,
|LayananPosIndonesia|,Bayar ongkir pkai pos giro gmna caranya?,
|LayananPosIndonesia|,"Heleh..... Postman ning DEMAK GAK GENAH. Anakku kirim surat utk tugas SMP aja gak sampe. baru setelah dicari ke Kantor Pos Demak, SURATE MASIH NGENDON DISANA. Dan itu 2Kali terjadi. Gitu koq mau Eksis 🤑",
|LayananPosIndonesia|,Tolong cek resi  11460C5UA000762  sudah dari tgl 22 bulan 1 belum bergerak,
|KegiatanPengiriman|,"RU831246500NL 1 minggu gda kejelasan, paket hilang atau apa gk jelas 😞 sangat mengewakan 😪",
|LayananPosIndonesia|,semoga beruntung 😁,
|LayananPosIndonesia|,LP190575309SG pos Indonesia tolong di cek. Dari hari senin di antar status nya tapi sampai sekarang hari rabu belum juga tiba. Sudah sering melakukan pengantaran ke tempat saya masa gak tau tempat saya si kurirnya. Mohon di percepat 🙏,
|KegiatanPengiriman|,"Sukses buat POS Indonesia, saya mengandalkanmu buat ngirim paket ke customer di seluruh Indonesia. Perbaiki sistem pelayanan biar nggak kalau sama yang swasta. 👍",
|KegiatanPengiriman|,Ini Pos meme kan ?,
|KegiatanPengiriman|,"Gman ini 13000UA00001373, udah mau 1 bln blm nyampe2 , padahl blng estimasi 7-14 hri... tolong dong pak di perjelas",
|KegiatanPengiriman|,Kenapa dalam 4 hri ini tak bisa cek resi pos???,
|KegiatanPengiriman|,"Wuah , ketinggalan. Udah awal bulan nih..Tapi koq belom nongol pemenangnya 😊🙏",
|KegiatanPengiriman|,17953520792,
|LayananPosIndonesia|,hallo kak udah 2 hari ngirim paket.. tapi pas di cek resi (13919037053)  nya gabisatolong solusi nya,
|KegiatanPengiriman|,"min, saya sudah mengajukan pertanyaan melalui inbox. mohon konfirmasi pengecekannya. ditunggu terimaksih",
|LayananPosIndonesia|,Halo kk selamat siangBisa cek resi ini18287404946,
|KegiatanPengiriman|,Perlu dibenahi lagi,
|KegiatanPengiriman|,Ok,
|KegiatanPengiriman|,Min ini kok buka meme postingannya ?,
|LayananPosIndonesia|,Halo kk selamat siangBisa cek resi ini18287404946,
|LayananPosIndonesia|,LP190575309SG pos Indonesia tolong di cek. Dari hari senin di antar status nya tapi sampai sekarang hari rabu belum juga tiba. Sudah sering melakukan pengantaran ke tempat saya masa gak tau tempat saya si kurirnya. Mohon di percepat 🙏,
